,Studies,Action,Log_hrs,Study_hrs
7976,s28762,Quality-checks  ,0.5,211.5833333
7984,s28762,Non-curation  ,8,211.5833333
7981,s28762,Quality-checks  ,3,211.5833333
7978,s28762,Communication-for-study  ,0.5,211.5833333
7977,s28762,Non-curation  ,1,211.5833333
7980,s28762,Non-curation  ,1,211.5833333
7982,s28762,Non-curation  ,,211.5833333
7987,s28762,Non-curation  ,8,211.5833333
7967,s28762,Communication-for-study  ,1,211.5833333
334,s28762,Transformation-of-data  ,1,54.8
7979,s28762,Communication-for-study  ,8,211.5833333
7969,s28762,Non-curation  ,,211.5833333
7989,s28762,Transformation-of-data  ,8,211.5833333
7971,s28762,Non-curation  ,8,211.5833333
331,s28762,Initial-review-and-planning  ,1,54.8
8003,s28762,Quality-checks  ,3,211.5833333
326,s28762,Quality-checks  ,0.5,54.8
335,s28762,Communication-for-study  ,0.5,54.8
328,s28762,Documentation  ,5,54.8
7999,s28762,Documentation  ,2,211.5833333
333,s28762,Transformation-of-data  ,0.5,54.8
7998,s28762,Non-curation  ,8,211.5833333
8005,s28762,Transformation-of-data  ,8,211.5833333
8006,s28762,Non-curation  ,,211.5833333
8007,s28762,Non-curation  ,1.5,211.5833333
332,s28762,Initial-review-and-planning  ,8,54.8
8001,s28762,Quality-checks  ,6.5,211.5833333
8000,s28762,Initial-review-and-planning  ,2,211.5833333
8004,s28762,Quality-checks  ,7,211.5833333
7995,s28762,Documentation  ,3,211.5833333
7996,s28762,Non-curation  ,1.5,211.5833333
336,s28762,Non-curation  ,,54.8
321,s28762,Quality-checks  ,8,54.8
329,s28762,Quality-checks  ,0.5,54.8
8002,s28762,Quality-checks  ,6.5,211.5833333
7994,s28762,Quality-checks  ,1.5,211.5833333
330,s28762,Initial-review-and-planning  ,,54.8
320,s28762,Quality-checks  ,,54.8
322,s28762,Quality-checks  ,1.5,54.8
7997,s28762,Quality-checks  ,6,211.5833333
323,s28762,Transformation-of-data  ,0.3,54.8
324,s28762,Quality-checks  ,,54.8
318,s28762,Initial-review-and-planning  ,2,54.8
7970,s28762,Non-curation  ,8,211.5833333
7972,s28762,Initial-review-and-planning  ,8,211.5833333
327,s28762,Transformation-of-data  ,8,54.8
319,s28762,Initial-review-and-planning  ,0.5,54.8
325,s28762,Non-curation  ,2,54.8
344,s2877,Initial-review-and-planning  ,,21
338,s2877,Quality-checks  ,4,21
339,s2877,Quality-checks  ,2,21
342,s2877,Quality-checks  ,,21
343,s2877,Non-curation  ,0.5,21
341,s2877,Communication-for-study  ,4,21
345,s2877,Quality-checks  ,2,21
340,s2877,Non-curation  ,,21
337,s2877,Documentation  ,,21
346,s29062,Other  ,4,7.5
347,s29062,Transformation-of-data  ,3.5,7.5
8059,s29221,Non-curation  ,1,240.5
8013,s29221,Non-curation  ,,240.5
8012,s29221,Quality-checks  ,2,240.5
8055,s29221,Quality-checks  ,8,240.5
8056,s29221,Non-curation  ,2.5,240.5
8058,s29221,Quality-checks  ,0.5,240.5
8061,s29221,Non-curation  ,8,240.5
350,s29221,Quality-checks  ,1.5,62
8011,s29221,Non-curation  ,8,240.5
8010,s29221,Non-curation  ,8,240.5
8008,s29221,Quality-checks  ,8,240.5
8060,s29221,Non-curation  ,,240.5
8057,s29221,Non-curation  ,8,240.5
8014,s29221,Communication-for-study  ,,240.5
8062,s29221,Quality-checks  ,1.5,240.5
357,s29221,Initial-review-and-planning  ,8,62
348,s29221,Quality-checks  ,4,62
8053,s29221,Non-curation  ,8,240.5
8049,s29221,Quality-checks  ,8,240.5
8016,s29221,Initial-review-and-planning  ,1,240.5
8051,s29221,Non-curation  ,8,240.5
8052,s29221,Metadata-study-level  ,1,240.5
8050,s29221,Metadata-study-level  ,0.5,240.5
8022,s29221,Non-curation  ,1.5,240.5
8017,s29221,Other  ,2,240.5
8019,s29221,Non-curation  ,8,240.5
8018,s29221,Communication-for-study  ,8,240.5
8015,s29221,Non-curation  ,1.5,240.5
8021,s29221,Transformation-of-data  ,7,240.5
8026,s29221,Non-curation  ,8,240.5
8020,s29221,Non-curation  ,,240.5
349,s29221,Transformation-of-data  ,8,62
355,s29221,Quality-checks  ,4,62
8038,s29221,Quality-checks  ,5,240.5
8054,s29221,Non-curation  ,8,240.5
8043,s29221,Non-curation  ,8,240.5
8041,s29221,Initial-review-and-planning  ,1.5,240.5
8047,s29221,Non-curation  ,,240.5
8046,s29221,Quality-checks  ,1,240.5
8045,s29221,Metadata-study-level  ,2,240.5
8042,s29221,Quality-checks  ,1,240.5
8027,s29221,Communication-for-study  ,8,240.5
8024,s29221,Non-curation  ,4,240.5
351,s29221,Quality-checks  ,2,62
356,s29221,Quality-checks  ,7,62
354,s29221,Quality-checks  ,0.5,62
8025,s29221,Non-curation  ,2,240.5
8040,s29221,Quality-checks  ,6,240.5
8023,s29221,Non-curation  ,0.5,240.5
8044,s29221,Quality-checks  ,0.5,240.5
8034,s29221,Quality-checks  ,6,240.5
353,s29221,Transformation-of-data  ,6,62
8009,s29221,Transformation-of-data  ,8,240.5
8028,s29221,Non-curation  ,8,240.5
8032,s29221,Quality-checks  ,2,240.5
8030,s29221,Transformation-of-data  ,8,240.5
8031,s29221,Quality-checks  ,3,240.5
352,s29221,Transformation-of-data  ,6,62
8033,s29221,Transformation-of-data  ,8,240.5
8037,s29221,Non-curation  ,2,240.5
8035,s29221,Initial-review-and-planning  ,1.5,240.5
8036,s29221,Quality-checks  ,7,240.5
8039,s29221,Quality-checks  ,3,240.5
8048,s29221,Metadata-study-level  ,1,240.5
8029,s29221,Non-curation  ,,240.5
8063,s29282,Non-curation  ,8,231
8064,s29282,Non-curation  ,4,231
8065,s29282,Metadata-study-level  ,8,231
8066,s29282,Initial-review-and-planning  ,0.5,231
8090,s29282,Transformation-of-data  ,8,231
8081,s29282,Transformation-of-data  ,8,231
8067,s29282,Transformation-of-data  ,8,231
8093,s29282,Non-curation  ,10,231
8069,s29282,Documentation  ,8,231
8071,s29282,Documentation  ,8,231
8077,s29282,Communication-for-study  ,1,231
8079,s29282,Documentation  ,2.5,231
365,s29282,Quality-checks  ,8.016666667,138.0666667
8070,s29282,Metadata-study-level  ,5,231
366,s29282,Initial-review-and-planning  ,,138.0666667
8073,s29282,Metadata-study-level  ,6,231
8074,s29282,Transformation-of-data  ,8,231
367,s29282,Non-curation  ,8,138.0666667
8075,s29282,Metadata-study-level  ,7,231
364,s29282,Initial-review-and-planning  ,1.5,138.0666667
359,s29282,Quality-checks  ,3,138.0666667
362,s29282,Quality-checks  ,2,138.0666667
8084,s29282,Transformation-of-data  ,8,231
8085,s29282,Transformation-of-data  ,8,231
8086,s29282,Transformation-of-data  ,6,231
8088,s29282,Transformation-of-data  ,8,231
363,s29282,Quality-checks  ,1.5,138.0666667
8068,s29282,Non-curation  ,8,231
8076,s29282,Non-curation  ,10,231
8091,s29282,Quality-checks  ,1.5,231
8087,s29282,Transformation-of-data  ,8,231
8089,s29282,Transformation-of-data  ,8,231
358,s29282,Quality-checks  ,6,138.0666667
360,s29282,Quality-checks  ,3,138.0666667
361,s29282,Quality-checks  ,1.5,138.0666667
8082,s29282,Transformation-of-data  ,8,231
8080,s29282,Non-curation  ,5,231
8072,s29282,Metadata-study-level  ,7,231
8083,s29282,Transformation-of-data  ,8,231
8078,s29282,Metadata-study-level  ,2.5,231
8092,s29282,Transformation-of-data  ,8,231
393,s29321,Quality-checks  ,1,111.5
372,s29321,Transformation-of-data  ,4.166666667,111.5
376,s29321,Quality-checks  ,0.5,111.5
375,s29321,Quality-checks  ,1,111.5
374,s29321,Non-curation  ,2,111.5
394,s29321,Metadata-study-level  ,4,111.5
378,s29321,Transformation-of-data  ,8,111.5
395,s29321,Non-curation  ,0.75,111.5
369,s29321,Metadata-study-level  ,1,111.5
371,s29321,Quality-checks  ,7,111.5
398,s29321,Communication-for-study  ,6,111.5
397,s29321,Transformation-of-data  ,4,111.5
368,s29321,Metadata-study-level  ,5,111.5
396,s29321,Non-curation  ,1.75,111.5
373,s29321,Other  ,1.333333333,111.5
380,s29321,Metadata-study-level  ,3,111.5
381,s29321,Quality-checks  ,0.5,111.5
386,s29321,Transformation-of-data  ,5,111.5
382,s29321,Other  ,1,111.5
383,s29321,Non-curation  ,2,111.5
379,s29321,Non-curation  ,2.5,111.5
384,s29321,Initial-review-and-planning  ,2,111.5
370,s29321,Initial-review-and-planning  ,3.5,111.5
387,s29321,Communication-for-study  ,6,111.5
388,s29321,Transformation-of-data  ,4,111.5
389,s29321,Non-curation  ,1,111.5
391,s29321,Other  ,1,111.5
392,s29321,Non-curation  ,1.5,111.5
385,s29321,Transformation-of-data  ,3.5,111.5
377,s29321,Initial-review-and-planning  ,4,111.5
390,s29321,Quality-checks  ,0.5,111.5
400,s29322,Initial-review-and-planning  ,4,8
399,s29322,Transformation-of-data  ,4,8
8142,s29401,Quality-checks  ,2,227.75
8141,s29401,Non-curation  ,4,227.75
8140,s29401,Documentation  ,8,227.75
8139,s29401,Non-curation  ,3,227.75
411,s29401,Quality-checks  ,3,47
410,s29401,Quality-checks  ,2,47
406,s29401,Initial-review-and-planning  ,1,47
8123,s29401,Documentation  ,5,227.75
402,s29401,Documentation  ,8.5,47
404,s29401,Initial-review-and-planning  ,6,47
8128,s29401,Non-curation  ,,227.75
409,s29401,Quality-checks  ,3,47
8132,s29401,Quality-checks  ,6,227.75
408,s29401,Quality-checks  ,0.5,47
8134,s29401,Non-curation  ,1.5,227.75
8126,s29401,Transformation-of-data  ,3.5,227.75
8138,s29401,Non-curation  ,,227.75
8127,s29401,Quality-checks  ,2,227.75
401,s29401,Quality-checks  ,2.5,47
8129,s29401,Non-curation  ,4.5,227.75
8124,s29401,Quality-checks  ,8,227.75
405,s29401,Quality-checks  ,4,47
8130,s29401,Transformation-of-data  ,8,227.75
407,s29401,Quality-checks  ,2,47
8133,s29401,Quality-checks  ,2,227.75
8135,s29401,Transformation-of-data  ,8,227.75
8137,s29401,Non-curation  ,,227.75
8131,s29401,Transformation-of-data  ,8,227.75
8125,s29401,Communication-for-study  ,8,227.75
8136,s29401,Quality-checks  ,2.5,227.75
403,s29401,Transformation-of-data  ,8,47
8101,s29401,Transformation-of-data  ,8,227.75
8115,s29401,Quality-checks  ,4.5,227.75
8120,s29401,Quality-checks  ,5,227.75
8119,s29401,Initial-review-and-planning  ,7,227.75
8118,s29401,Quality-checks  ,8,227.75
8117,s29401,Initial-review-and-planning  ,8,227.75
8116,s29401,Quality-checks  ,4.25,227.75
8114,s29401,Non-curation  ,8,227.75
8108,s29401,Other  ,0.5,227.75
8111,s29401,Quality-checks  ,0.5,227.75
8144,s29401,Initial-review-and-planning  ,8,227.75
8107,s29401,Non-curation  ,8,227.75
8113,s29401,Non-curation  ,8,227.75
8100,s29401,Other  ,0.5,227.75
8112,s29401,Quality-checks  ,3,227.75
8103,s29401,Communication-for-study  ,1,227.75
8110,s29401,Initial-review-and-planning  ,3,227.75
8143,s29401,Initial-review-and-planning  ,8.5,227.75
8094,s29401,Transformation-of-data  ,8,227.75
8095,s29401,Quality-checks  ,1,227.75
8106,s29401,Non-curation  ,0.5,227.75
8105,s29401,Non-curation  ,0.5,227.75
8104,s29401,Transformation-of-data  ,8.5,227.75
8122,s29401,Non-curation  ,1.5,227.75
8099,s29401,Metadata-study-level  ,0.5,227.75
8102,s29401,Non-curation  ,1.5,227.75
8109,s29401,Non-curation  ,1,227.75
8121,s29401,Quality-checks  ,7,227.75
8098,s29401,Metadata-study-level  ,8,227.75
8097,s29401,Quality-checks  ,1,227.75
8096,s29401,Other  ,8,227.75
466,s29462,Quality-checks  ,0.5,162.1666667
419,s29462,Communication-for-study  ,2.333333333,162.1666667
448,s29462,Transformation-of-data  ,,162.1666667
462,s29462,Quality-checks  ,8,162.1666667
465,s29462,Metadata-study-level  ,3,162.1666667
449,s29462,Quality-checks  ,8,162.1666667
467,s29462,Transformation-of-data  ,0.333333333,162.1666667
476,s29462,Initial-review-and-planning  ,0.5,162.1666667
461,s29462,Other  ,3.75,162.1666667
471,s29462,Quality-checks  ,0.333333333,162.1666667
472,s29462,Transformation-of-data  ,2.666666667,162.1666667
473,s29462,Transformation-of-data  ,3.5,162.1666667
474,s29462,Metadata-study-level  ,0.833333333,162.1666667
463,s29462,Documentation  ,0.5,162.1666667
468,s29462,Communication-for-study  ,1,162.1666667
477,s29462,Transformation-of-data  ,3,162.1666667
470,s29462,Quality-checks  ,0.5,162.1666667
460,s29462,Non-curation  ,1.5,162.1666667
459,s29462,Other  ,0.5,162.1666667
458,s29462,Quality-checks  ,2,162.1666667
452,s29462,Non-curation  ,0.5,162.1666667
457,s29462,Communication-for-study  ,,162.1666667
469,s29462,Quality-checks  ,2.833333333,162.1666667
450,s29462,Transformation-of-data  ,4.25,162.1666667
418,s29462,Communication-for-study  ,0.833333333,162.1666667
417,s29462,Non-curation  ,1,162.1666667
413,s29462,Communication-for-study  ,1.25,162.1666667
475,s29462,Non-curation  ,0.666666667,162.1666667
414,s29462,Transformation-of-data  ,1.25,162.1666667
456,s29462,Transformation-of-data  ,4.333333333,162.1666667
420,s29462,Documentation  ,1,162.1666667
464,s29462,Transformation-of-data  ,3,162.1666667
453,s29462,Transformation-of-data  ,3,162.1666667
454,s29462,Non-curation  ,2.5,162.1666667
455,s29462,Quality-checks  ,0.5,162.1666667
415,s29462,Non-curation  ,0.5,162.1666667
451,s29462,Non-curation  ,1,162.1666667
412,s29462,Quality-checks  ,0.25,162.1666667
432,s29462,Quality-checks  ,2,162.1666667
426,s29462,Transformation-of-data  ,1.5,162.1666667
441,s29462,Documentation  ,,162.1666667
481,s29462,Metadata-study-level  ,5,162.1666667
482,s29462,Documentation  ,4.75,162.1666667
444,s29462,Non-curation  ,1,162.1666667
445,s29462,Quality-checks  ,1.25,162.1666667
446,s29462,Non-curation  ,1,162.1666667
478,s29462,Other  ,1.75,162.1666667
440,s29462,Transformation-of-data  ,1.5,162.1666667
442,s29462,Non-curation  ,0.75,162.1666667
485,s29462,Other  ,2.75,162.1666667
486,s29462,Non-curation  ,1.5,162.1666667
487,s29462,Documentation  ,,162.1666667
479,s29462,Non-curation  ,2,162.1666667
430,s29462,Non-curation  ,1,162.1666667
484,s29462,Metadata-study-level  ,0.75,162.1666667
431,s29462,Other  ,0.75,162.1666667
483,s29462,Other  ,1.5,162.1666667
439,s29462,Documentation  ,4.5,162.1666667
443,s29462,Quality-checks  ,1,162.1666667
437,s29462,Transformation-of-data  ,1.5,162.1666667
429,s29462,Non-curation  ,1.166666667,162.1666667
422,s29462,Other  ,3.5,162.1666667
423,s29462,Communication-for-study  ,1.333333333,162.1666667
424,s29462,Non-curation  ,1.5,162.1666667
428,s29462,Quality-checks  ,4.5,162.1666667
421,s29462,Transformation-of-data  ,1.75,162.1666667
438,s29462,Non-curation  ,1.25,162.1666667
427,s29462,Quality-checks  ,8,162.1666667
447,s29462,Transformation-of-data  ,2.75,162.1666667
434,s29462,Transformation-of-data  ,,162.1666667
435,s29462,Quality-checks  ,3.5,162.1666667
436,s29462,Transformation-of-data  ,1,162.1666667
480,s29462,Other  ,4,162.1666667
433,s29462,Non-curation  ,1.75,162.1666667
416,s29462,Documentation  ,4,162.1666667
425,s29462,Documentation  ,0.75,162.1666667
8151,s29701,Quality-checks  ,4,85
8147,s29701,Initial-review-and-planning  ,1.5,85
8156,s29701,Quality-checks  ,,85
8149,s29701,Quality-checks  ,2,85
8150,s29701,Transformation-of-data  ,8,85
494,s29701,Quality-checks  ,8,132.5
8155,s29701,Transformation-of-data  ,7,85
8146,s29701,Quality-checks  ,,85
501,s29701,Other  ,0.5,132.5
8158,s29701,Quality-checks  ,3,85
8157,s29701,Transformation-of-data  ,8.5,85
8164,s29701,Quality-checks  ,8,85
8166,s29701,Transformation-of-data  ,2,85
8167,s29701,Initial-review-and-planning  ,5,85
8159,s29701,Initial-review-and-planning  ,,85
8153,s29701,Quality-checks  ,,85
8160,s29701,Documentation  ,6,85
8161,s29701,Quality-checks  ,,85
8165,s29701,Other  ,,85
8162,s29701,Quality-checks  ,4,85
8163,s29701,Non-curation  ,3,85
8154,s29701,Initial-review-and-planning  ,1,85
497,s29701,Transformation-of-data  ,8,132.5
498,s29701,Initial-review-and-planning  ,8,132.5
489,s29701,Metadata-study-level  ,8,132.5
496,s29701,Quality-checks  ,4,132.5
492,s29701,Non-curation  ,8,132.5
495,s29701,Quality-checks  ,4.5,132.5
8145,s29701,Quality-checks  ,0.5,85
8148,s29701,Quality-checks  ,4,85
493,s29701,Transformation-of-data  ,8,132.5
500,s29701,Transformation-of-data  ,8,132.5
490,s29701,Quality-checks  ,8,132.5
491,s29701,Transformation-of-data  ,4,132.5
8152,s29701,Quality-checks  ,2,85
508,s29701,Non-curation  ,8,132.5
509,s29701,Quality-checks  ,4,132.5
488,s29701,Quality-checks  ,5,132.5
499,s29701,Metadata-study-level  ,8,132.5
503,s29701,Non-curation  ,8,132.5
504,s29701,Quality-checks  ,5.5,132.5
502,s29701,Transformation-of-data  ,4,132.5
505,s29701,Quality-checks  ,2,132.5
506,s29701,Quality-checks  ,2,132.5
507,s29701,Transformation-of-data  ,8,132.5
518,s29941,Transformation-of-data  ,4,66.25
520,s29941,Quality-checks  ,2,66.25
513,s29941,Metadata-study-level  ,3.75,66.25
511,s29941,Quality-checks  ,3,66.25
512,s29941,Quality-checks  ,4,66.25
514,s29941,Transformation-of-data  ,4,66.25
517,s29941,Transformation-of-data  ,0.5,66.25
519,s29941,Metadata-study-level  ,2.5,66.25
510,s29941,Quality-checks  ,4,66.25
515,s29941,Quality-checks  ,6,66.25
516,s29941,Transformation-of-data  ,4,66.25
531,s29941,Communication-for-study  ,1,66.25
523,s29941,Documentation  ,4,66.25
527,s29941,Quality-checks  ,1.5,66.25
522,s29941,Quality-checks  ,3,66.25
525,s29941,Non-curation  ,0.5,66.25
530,s29941,Quality-checks  ,2,66.25
521,s29941,Quality-checks  ,4,66.25
524,s29941,Quality-checks  ,2,66.25
528,s29941,Quality-checks  ,2,66.25
533,s29941,Transformation-of-data  ,2,66.25
532,s29941,Transformation-of-data  ,4,66.25
526,s29941,Quality-checks  ,0.5,66.25
529,s29941,Transformation-of-data  ,1,66.25
545,s30142,Quality-checks  ,3,120
548,s30142,Communication-for-study  ,0.5,120
538,s30142,Quality-checks  ,4,120
546,s30142,Non-curation  ,8,120
534,s30142,Non-curation  ,,120
535,s30142,Metadata-study-level  ,8,120
539,s30142,Metadata-study-level  ,1,120
537,s30142,Quality-checks  ,1,120
541,s30142,Quality-checks  ,6.5,120
542,s30142,Transformation-of-data  ,8,120
543,s30142,Quality-checks  ,4,120
547,s30142,Non-curation  ,0.5,120
544,s30142,Initial-review-and-planning  ,,120
552,s30142,Quality-checks  ,,120
536,s30142,Quality-checks  ,1.5,120
540,s30142,Quality-checks  ,6,120
561,s30142,Non-curation  ,0.5,120
554,s30142,Initial-review-and-planning  ,8,120
563,s30142,Quality-checks  ,1.5,120
558,s30142,Quality-checks  ,7,120
556,s30142,Quality-checks  ,3,120
550,s30142,Quality-checks  ,5.5,120
551,s30142,Transformation-of-data  ,1.5,120
564,s30142,Transformation-of-data  ,8,120
557,s30142,Quality-checks  ,8,120
553,s30142,Quality-checks  ,4,120
559,s30142,Quality-checks  ,8,120
560,s30142,Quality-checks  ,4,120
549,s30142,Quality-checks  ,0.5,120
555,s30142,Other  ,,120
562,s30142,Transformation-of-data  ,,120
565,s30142,Other  ,0.5,120
8174,s30263,Other  ,1,39
8176,s30263,Transformation-of-data  ,3,39
8177,s30263,Transformation-of-data  ,4.5,39
8169,s30263,Metadata-study-level  ,4.5,39
8175,s30263,Non-curation  ,7,39
8172,s30263,Transformation-of-data  ,3,39
8168,s30263,Other  ,3.5,39
8171,s30263,Initial-review-and-planning  ,6,39
8173,s30263,Transformation-of-data  ,4,39
8170,s30263,Initial-review-and-planning  ,2.5,39
577,s30501,Documentation  ,1,34.5
576,s30501,Quality-checks  ,1,34.5
566,s30501,Initial-review-and-planning  ,2,34.5
568,s30501,Quality-checks  ,4,34.5
575,s30501,Initial-review-and-planning  ,8,34.5
567,s30501,Quality-checks  ,,34.5
573,s30501,Initial-review-and-planning  ,,34.5
570,s30501,Quality-checks  ,0.5,34.5
569,s30501,Quality-checks  ,4,34.5
574,s30501,Initial-review-and-planning  ,4,34.5
572,s30501,Quality-checks  ,1.5,34.5
571,s30501,Metadata-study-level  ,2,34.5
8188,s30701,Transformation-of-data  ,2,70
8181,s30701,Documentation  ,1,70
8193,s30701,Transformation-of-data  ,5,70
8187,s30701,Quality-checks  ,2,70
8182,s30701,Initial-review-and-planning  ,7,70
8183,s30701,Quality-checks  ,3.5,70
8191,s30701,Quality-checks  ,1,70
8192,s30701,Quality-checks  ,7.5,70
8184,s30701,Quality-checks  ,2,70
8186,s30701,Initial-review-and-planning  ,1,70
8194,s30701,Quality-checks  ,8,70
