STUDY,ACTION_LABEL,LOG_HRS,STUDY_HRS
29221,Transformation-of-data,8.0,240.5
29221,Quality-checks,3.0,240.5
29221,Transformation-of-data,6.0,62.0
29221,Transformation-of-data,8.0,240.5
29221,Non-curation,2.0,240.5
29221,Initial-review-and-planning,1.5,240.5
29221,Quality-checks,7.0,240.5
29221,Quality-checks,3.0,240.5
29221,Metadata-study-level,1.0,240.5
29221,Non-curation,,240.5
29282,Non-curation,8.0,231.0
29282,Non-curation,4.0,231.0
29282,Metadata-study-level,8.0,231.0
29282,Initial-review-and-planning,0.5,231.0
29282,Transformation-of-data,8.0,231.0
29282,Transformation-of-data,8.0,231.0
29282,Transformation-of-data,8.0,231.0
29282,Non-curation,10.0,231.0
29282,Documentation,8.0,231.0
29282,Documentation,8.0,231.0
29282,Communication-for-study,1.0,231.0
29282,Documentation,2.5,231.0
29282,Quality-checks,8.016666666666667,138.06666666666666
29282,Metadata-study-level,5.0,231.0
29282,Initial-review-and-planning,,138.06666666666666
29282,Metadata-study-level,6.0,231.0
29282,Transformation-of-data,8.0,231.0
29282,Non-curation,8.0,138.06666666666666
29282,Metadata-study-level,7.0,231.0
29282,Initial-review-and-planning,1.5,138.06666666666666
29282,Quality-checks,3.0,138.06666666666666
29282,Quality-checks,2.0,138.06666666666666
29282,Transformation-of-data,8.0,231.0
29282,Transformation-of-data,8.0,231.0
29282,Transformation-of-data,6.0,231.0
29282,Transformation-of-data,8.0,231.0
29282,Quality-checks,1.5,138.06666666666666
29282,Non-curation,8.0,231.0
29282,Non-curation,10.0,231.0
29282,Quality-checks,1.5,231.0
29282,Transformation-of-data,8.0,231.0
29282,Transformation-of-data,8.0,231.0
29282,Quality-checks,6.0,138.06666666666666
29282,Quality-checks,3.0,138.06666666666666
29282,Quality-checks,1.5,138.06666666666666
29282,Transformation-of-data,8.0,231.0
29282,Non-curation,5.0,231.0
29282,Metadata-study-level,7.0,231.0
29282,Transformation-of-data,8.0,231.0
29282,Metadata-study-level,2.5,231.0
29282,Transformation-of-data,8.0,231.0
29321,Quality-checks,1.0,111.5
29321,Transformation-of-data,4.166666666666667,111.5
29321,Quality-checks,0.5,111.5
29321,Quality-checks,1.0,111.5
29321,Non-curation,2.0,111.5
29321,Metadata-study-level,4.0,111.5
29321,Transformation-of-data,8.0,111.5
29321,Non-curation,0.75,111.5
29321,Metadata-study-level,1.0,111.5
29321,Quality-checks,7.0,111.5
29321,Communication-for-study,6.0,111.5
29321,Transformation-of-data,4.0,111.5
29321,Metadata-study-level,5.0,111.5
29321,Non-curation,1.75,111.5
29321,Other,1.3333333333333333,111.5
29321,Metadata-study-level,3.0,111.5
29321,Quality-checks,0.5,111.5
29321,Transformation-of-data,5.0,111.5
29321,Other,1.0,111.5
29321,Non-curation,2.0,111.5
29321,Non-curation,2.5,111.5
29321,Initial-review-and-planning,2.0,111.5
29321,Initial-review-and-planning,3.5,111.5
29321,Communication-for-study,6.0,111.5
29321,Transformation-of-data,4.0,111.5
29321,Non-curation,1.0,111.5
29321,Other,1.0,111.5
29321,Non-curation,1.5,111.5
29321,Transformation-of-data,3.5,111.5
29321,Initial-review-and-planning,4.0,111.5
29321,Quality-checks,0.5,111.5
29322,Initial-review-and-planning,4.0,8.0
29322,Transformation-of-data,4.0,8.0
29401,Quality-checks,2.0,227.75
29401,Non-curation,4.0,227.75
29401,Documentation,8.0,227.75
29401,Non-curation,3.0,227.75
29401,Quality-checks,3.0,47.0
29401,Quality-checks,2.0,47.0
29401,Initial-review-and-planning,1.0,47.0
29401,Documentation,5.0,227.75
29401,Documentation,8.5,47.0
29401,Initial-review-and-planning,6.0,47.0
29401,Non-curation,,227.75
29401,Quality-checks,3.0,47.0
29401,Quality-checks,6.0,227.75
29401,Quality-checks,0.5,47.0
29401,Non-curation,1.5,227.75
29401,Transformation-of-data,3.5,227.75
29401,Non-curation,,227.75
29401,Quality-checks,2.0,227.75
29401,Quality-checks,2.5,47.0
29401,Non-curation,4.5,227.75
29401,Quality-checks,8.0,227.75
29401,Quality-checks,4.0,47.0
29401,Transformation-of-data,8.0,227.75
29401,Quality-checks,2.0,47.0
29401,Quality-checks,2.0,227.75
29401,Transformation-of-data,8.0,227.75
29401,Non-curation,,227.75
29401,Transformation-of-data,8.0,227.75
29401,Communication-for-study,8.0,227.75
29401,Quality-checks,2.5,227.75
29401,Transformation-of-data,8.0,47.0
29401,Transformation-of-data,8.0,227.75
29401,Quality-checks,4.5,227.75
29401,Quality-checks,5.0,227.75
29401,Initial-review-and-planning,7.0,227.75
29401,Quality-checks,8.0,227.75
29401,Initial-review-and-planning,8.0,227.75
29401,Quality-checks,4.25,227.75
29401,Non-curation,8.0,227.75
29401,Other,0.5,227.75
29401,Quality-checks,0.5,227.75
29401,Initial-review-and-planning,8.0,227.75
29401,Non-curation,8.0,227.75
29401,Non-curation,8.0,227.75
29401,Other,0.5,227.75
29401,Quality-checks,3.0,227.75
29401,Communication-for-study,1.0,227.75
29401,Initial-review-and-planning,3.0,227.75
29401,Initial-review-and-planning,8.5,227.75
29401,Transformation-of-data,8.0,227.75
29401,Quality-checks,1.0,227.75
29401,Non-curation,0.5,227.75
29401,Non-curation,0.5,227.75
29401,Transformation-of-data,8.5,227.75
29401,Non-curation,1.5,227.75
29401,Metadata-study-level,0.5,227.75
29401,Non-curation,1.5,227.75
29401,Non-curation,1.0,227.75
29401,Quality-checks,7.0,227.75
29401,Metadata-study-level,8.0,227.75
29401,Quality-checks,1.0,227.75
29401,Other,8.0,227.75
29462,Quality-checks,0.5,162.16666666666666
29462,Communication-for-study,2.333333333333333,162.16666666666666
29462,Transformation-of-data,,162.16666666666666
29462,Quality-checks,8.0,162.16666666666666
29462,Metadata-study-level,3.0,162.16666666666666
29462,Quality-checks,8.0,162.16666666666666
29462,Transformation-of-data,0.3333333333333333,162.16666666666666
29462,Initial-review-and-planning,0.5,162.16666666666666
29462,Other,3.75,162.16666666666666
29462,Quality-checks,0.3333333333333333,162.16666666666666
29462,Transformation-of-data,2.6666666666666665,162.16666666666666
29462,Transformation-of-data,3.5,162.16666666666666
29462,Metadata-study-level,0.8333333333333334,162.16666666666666
29462,Documentation,0.5,162.16666666666666
29462,Communication-for-study,1.0,162.16666666666666
29462,Transformation-of-data,3.0,162.16666666666666
29462,Quality-checks,0.5,162.16666666666666
29462,Non-curation,1.5,162.16666666666666
29462,Other,0.5,162.16666666666666
29462,Quality-checks,2.0,162.16666666666666
29462,Non-curation,0.5,162.16666666666666
29462,Communication-for-study,,162.16666666666666
29462,Quality-checks,2.833333333333333,162.16666666666666
29462,Transformation-of-data,4.25,162.16666666666666
29462,Communication-for-study,0.8333333333333334,162.16666666666666
29462,Non-curation,1.0,162.16666666666666
29462,Communication-for-study,1.25,162.16666666666666
29462,Non-curation,0.6666666666666666,162.16666666666666
29462,Transformation-of-data,1.25,162.16666666666666
29462,Transformation-of-data,4.333333333333333,162.16666666666666
29462,Documentation,1.0,162.16666666666666
29462,Transformation-of-data,3.0,162.16666666666666
29462,Transformation-of-data,3.0,162.16666666666666
29462,Non-curation,2.5,162.16666666666666
29462,Quality-checks,0.5,162.16666666666666
29462,Non-curation,0.5,162.16666666666666
29462,Non-curation,1.0,162.16666666666666
29462,Quality-checks,0.25,162.16666666666666
29462,Quality-checks,2.0,162.16666666666666
29462,Transformation-of-data,1.5,162.16666666666666
29462,Documentation,,162.16666666666666
29462,Metadata-study-level,5.0,162.16666666666666
29462,Documentation,4.75,162.16666666666666
29462,Non-curation,1.0,162.16666666666666
29462,Quality-checks,1.25,162.16666666666666
29462,Non-curation,1.0,162.16666666666666
29462,Other,1.75,162.16666666666666
29462,Transformation-of-data,1.5,162.16666666666666
29462,Non-curation,0.75,162.16666666666666
29462,Other,2.75,162.16666666666666
29462,Non-curation,1.5,162.16666666666666
29462,Documentation,,162.16666666666666
29462,Non-curation,2.0,162.16666666666666
29462,Non-curation,1.0,162.16666666666666
29462,Metadata-study-level,0.75,162.16666666666666
29462,Other,0.75,162.16666666666666
29462,Other,1.5,162.16666666666666
29462,Documentation,4.5,162.16666666666666
29462,Quality-checks,1.0,162.16666666666666
29462,Transformation-of-data,1.5,162.16666666666666
29462,Non-curation,1.1666666666666667,162.16666666666666
29462,Other,3.5,162.16666666666666
29462,Communication-for-study,1.3333333333333333,162.16666666666666
29462,Non-curation,1.5,162.16666666666666
29462,Quality-checks,4.5,162.16666666666666
29462,Transformation-of-data,1.75,162.16666666666666
29462,Non-curation,1.25,162.16666666666666
29462,Quality-checks,8.0,162.16666666666666
29462,Transformation-of-data,2.75,162.16666666666666
29462,Transformation-of-data,,162.16666666666666
29462,Quality-checks,3.5,162.16666666666666
29462,Transformation-of-data,1.0,162.16666666666666
29462,Other,4.0,162.16666666666666
29462,Non-curation,1.75,162.16666666666666
29462,Documentation,4.0,162.16666666666666
29462,Documentation,0.75,162.16666666666666
29701,Quality-checks,4.0,85.0
29701,Initial-review-and-planning,1.5,85.0
29701,Quality-checks,,85.0
29701,Quality-checks,2.0,85.0
29701,Transformation-of-data,8.0,85.0
29701,Quality-checks,8.0,132.5
29701,Transformation-of-data,7.0,85.0
29701,Quality-checks,,85.0
29701,Other,0.5,132.5
29701,Quality-checks,3.0,85.0
29701,Transformation-of-data,8.5,85.0
29701,Quality-checks,8.0,85.0
29701,Transformation-of-data,2.0,85.0
29701,Initial-review-and-planning,5.0,85.0
29701,Initial-review-and-planning,,85.0
29701,Quality-checks,,85.0
29701,Documentation,6.0,85.0
29701,Quality-checks,,85.0
29701,Other,,85.0
29701,Quality-checks,4.0,85.0
29701,Non-curation,3.0,85.0
29701,Initial-review-and-planning,1.0,85.0
29701,Transformation-of-data,8.0,132.5
29701,Initial-review-and-planning,8.0,132.5
29701,Metadata-study-level,8.0,132.5
29701,Quality-checks,4.0,132.5
29701,Non-curation,8.0,132.5
29701,Quality-checks,4.5,132.5
29701,Quality-checks,0.5,85.0
29701,Quality-checks,4.0,85.0
29701,Transformation-of-data,8.0,132.5
29701,Transformation-of-data,8.0,132.5
29701,Quality-checks,8.0,132.5
29701,Transformation-of-data,4.0,132.5
29701,Quality-checks,2.0,85.0
29701,Non-curation,8.0,132.5
29701,Quality-checks,4.0,132.5
29701,Quality-checks,5.0,132.5
29701,Metadata-study-level,8.0,132.5
29701,Non-curation,8.0,132.5
29701,Quality-checks,5.5,132.5
29701,Transformation-of-data,4.0,132.5
29701,Quality-checks,2.0,132.5
29701,Quality-checks,2.0,132.5
29701,Transformation-of-data,8.0,132.5
29941,Transformation-of-data,4.0,66.25
29941,Quality-checks,2.0,66.25
29941,Metadata-study-level,3.75,66.25
29941,Quality-checks,3.0,66.25
29941,Quality-checks,4.0,66.25
29941,Transformation-of-data,4.0,66.25
29941,Transformation-of-data,0.5,66.25
29941,Metadata-study-level,2.5,66.25
29941,Quality-checks,4.0,66.25
29941,Quality-checks,6.0,66.25
29941,Transformation-of-data,4.0,66.25
29941,Communication-for-study,1.0,66.25
29941,Documentation,4.0,66.25
29941,Quality-checks,1.5,66.25
29941,Quality-checks,3.0,66.25
29941,Non-curation,0.5,66.25
29941,Quality-checks,2.0,66.25
29941,Quality-checks,4.0,66.25
29941,Quality-checks,2.0,66.25
29941,Quality-checks,2.0,66.25
29941,Transformation-of-data,2.0,66.25
29941,Transformation-of-data,4.0,66.25
29941,Quality-checks,0.5,66.25
29941,Transformation-of-data,1.0,66.25
30142,Quality-checks,3.0,120.0
30142,Communication-for-study,0.5,120.0
30142,Quality-checks,4.0,120.0
30142,Non-curation,8.0,120.0
30142,Non-curation,,120.0
30142,Metadata-study-level,8.0,120.0
30142,Metadata-study-level,1.0,120.0
30142,Quality-checks,1.0,120.0
30142,Quality-checks,6.5,120.0
30142,Transformation-of-data,8.0,120.0
30142,Quality-checks,4.0,120.0
30142,Non-curation,0.5,120.0
30142,Initial-review-and-planning,,120.0
30142,Quality-checks,,120.0
30142,Quality-checks,1.5,120.0
30142,Quality-checks,6.0,120.0
30142,Non-curation,0.5,120.0
30142,Initial-review-and-planning,8.0,120.0
30142,Quality-checks,1.5,120.0
30142,Quality-checks,7.0,120.0
30142,Quality-checks,3.0,120.0
30142,Quality-checks,5.5,120.0
30142,Transformation-of-data,1.5,120.0
30142,Transformation-of-data,8.0,120.0
30142,Quality-checks,8.0,120.0
30142,Quality-checks,4.0,120.0
30142,Quality-checks,8.0,120.0
30142,Quality-checks,4.0,120.0
30142,Quality-checks,0.5,120.0
30142,Other,,120.0
30142,Transformation-of-data,,120.0
30142,Other,0.5,120.0
30263,Other,1.0,39.0
30263,Transformation-of-data,3.0,39.0
30263,Transformation-of-data,4.5,39.0
30263,Metadata-study-level,4.5,39.0
30263,Non-curation,7.0,39.0
30263,Transformation-of-data,3.0,39.0
30263,Other,3.5,39.0
30263,Initial-review-and-planning,6.0,39.0
30263,Transformation-of-data,4.0,39.0
30263,Initial-review-and-planning,2.5,39.0
30501,Documentation,1.0,34.5
30501,Quality-checks,1.0,34.5
30501,Initial-review-and-planning,2.0,34.5
30501,Quality-checks,4.0,34.5
30501,Initial-review-and-planning,8.0,34.5
30501,Quality-checks,,34.5
30501,Initial-review-and-planning,,34.5
30501,Quality-checks,0.5,34.5
30501,Quality-checks,4.0,34.5
30501,Initial-review-and-planning,4.0,34.5
30501,Quality-checks,1.5,34.5
30501,Metadata-study-level,2.0,34.5
30701,Transformation-of-data,2.0,70.0
30701,Documentation,1.0,70.0
30701,Transformation-of-data,5.0,70.0
30701,Quality-checks,2.0,70.0
30701,Initial-review-and-planning,7.0,70.0
30701,Quality-checks,3.5,70.0
30701,Quality-checks,1.0,70.0
30701,Quality-checks,7.5,70.0
30701,Quality-checks,2.0,70.0
30701,Initial-review-and-planning,1.0,70.0
30701,Quality-checks,8.0,70.0
30701,Quality-checks,1.5,70.0
30701,Quality-checks,3.0,70.0
30701,Quality-checks,7.0,70.0
30701,Metadata-study-level,8.0,70.0
30701,Quality-checks,3.5,70.0
30701,Initial-review-and-planning,7.0,70.0
30921,Transformation-of-data,3.0,5.0
30921,Other,2.0,5.0
31181,Quality-checks,0.5,136.25
31181,Quality-checks,1.5,136.25
31181,Non-curation,1.25,136.25
31181,Initial-review-and-planning,6.0,136.25
31181,Quality-checks,6.0,136.25
31181,Other,0.5,136.25
31181,Transformation-of-data,6.0,136.25
31181,Transformation-of-data,1.0,136.25
31181,Initial-review-and-planning,8.0,136.25
31181,Quality-checks,8.0,136.25
31181,Quality-checks,1.5,136.25
31181,Initial-review-and-planning,,136.25
31181,Transformation-of-data,7.5,136.25
31181,Metadata-study-level,,136.25
31181,Transformation-of-data,,136.25
31181,Initial-review-and-planning,2.0,136.25
31181,Quality-checks,,136.25
31181,Quality-checks,5.0,136.25
31181,Quality-checks,2.5,136.25
31181,Quality-checks,0.5,136.25
31181,Transformation-of-data,7.0,136.25
31181,Non-curation,,136.25
31181,Quality-checks,2.0,136.25
31181,Quality-checks,0.5,136.25
31181,Communication-for-study,,136.25
31181,Other,4.5,136.25
31181,Quality-checks,1.0,136.25
31181,Transformation-of-data,8.0,136.25
31181,Initial-review-and-planning,5.5,136.25
31181,Transformation-of-data,8.0,136.25
31181,Communication-for-study,0.5,136.25
31181,Non-curation,,136.25
31181,Quality-checks,3.0,136.25
31181,Transformation-of-data,,136.25
31181,Initial-review-and-planning,4.0,136.25
31181,Transformation-of-data,8.0,136.25
31181,Transformation-of-data,3.5,136.25
31181,Initial-review-and-planning,1.0,136.25
31181,Other,0.5,136.25
3163,Non-curation,1.0,5.0
3163,Transformation-of-data,1.0,5.0
3163,Quality-checks,3.0,5.0
31901,Other,0.5,77.5
31901,Non-curation,0.5,77.5
31901,Metadata-study-level,0.5,77.5
31901,Quality-checks,2.0,77.5
31901,Quality-checks,6.0,77.5
31901,Metadata-study-level,,77.5
31901,Non-curation,0.5,77.5
31901,Metadata-study-level,0.5,77.5
31901,Transformation-of-data,,77.5
31901,Non-curation,0.5,77.5
31901,Quality-checks,4.0,77.5
31901,Quality-checks,7.0,77.5
31901,Initial-review-and-planning,1.5,77.5
31901,Quality-checks,,77.5
31901,Communication-for-study,,77.5
31901,Communication-for-study,1.0,77.5
31901,Transformation-of-data,5.5,77.5
31901,Initial-review-and-planning,,77.5
31901,Initial-review-and-planning,1.0,77.5
31901,Communication-for-study,3.0,77.5
31901,Quality-checks,,77.5
31901,Documentation,3.0,77.5
31901,Quality-checks,5.0,77.5
31901,Initial-review-and-planning,,77.5
31901,Transformation-of-data,,77.5
31901,Quality-checks,2.0,77.5
31901,Non-curation,,77.5
32122,Quality-checks,0.5,52.333333333333336
32122,Quality-checks,,52.333333333333336
32122,Transformation-of-data,4.5,52.333333333333336
32122,Quality-checks,0.5,52.333333333333336
32122,Quality-checks,,52.333333333333336
32122,Quality-checks,,52.333333333333336
32122,Transformation-of-data,2.333333333333333,52.333333333333336
32122,Initial-review-and-planning,,52.333333333333336
32122,Initial-review-and-planning,,52.333333333333336
32122,Quality-checks,1.0,52.333333333333336
32122,Quality-checks,8.5,52.333333333333336
32122,Non-curation,0.1666666666666666,52.333333333333336
32122,Non-curation,0.75,52.333333333333336
32122,Other,0.25,52.333333333333336
32122,Initial-review-and-planning,,52.333333333333336
32122,Quality-checks,0.1666666666666666,52.333333333333336
32122,Quality-checks,1.5,52.333333333333336
32122,Transformation-of-data,,52.333333333333336
32122,Quality-checks,0.3333333333333333,52.333333333333336
32122,Quality-checks,7.0,52.333333333333336
32122,Transformation-of-data,3.9166666666666665,52.333333333333336
32122,Transformation-of-data,0.9166666666666666,52.333333333333336
32122,Non-curation,0.5833333333333334,52.333333333333336
32122,Quality-checks,,52.333333333333336
32122,Initial-review-and-planning,2.0,52.333333333333336
32122,Transformation-of-data,0.1666666666666666,52.333333333333336
32122,Quality-checks,0.5,52.333333333333336
32282,Quality-checks,2.0,5.0
32721,Quality-checks,2.0,37.91666666666666
32721,Quality-checks,1.5,37.91666666666666
32721,Non-curation,,37.91666666666666
32721,Non-curation,0.5,37.91666666666666
32721,Transformation-of-data,,37.91666666666666
32721,Transformation-of-data,0.0833333333333333,37.91666666666666
32721,Initial-review-and-planning,1.0,37.91666666666666
32721,Quality-checks,5.5,37.91666666666666
32721,Transformation-of-data,,37.91666666666666
32721,Quality-checks,,37.91666666666666
32721,Quality-checks,,37.91666666666666
32721,Documentation,1.0,37.91666666666666
32721,Other,0.0833333333333333,37.91666666666666
32721,Non-curation,4.5,37.91666666666666
32721,Initial-review-and-planning,0.25,37.91666666666666
32721,Quality-checks,1.0,37.91666666666666
32721,Quality-checks,0.5,37.91666666666666
32721,Communication-for-study,0.8333333333333334,37.91666666666666
32721,Transformation-of-data,2.583333333333333,37.91666666666666
32721,Non-curation,0.5,37.91666666666666
32721,Transformation-of-data,4.0,37.91666666666666
32922,Transformation-of-data,2.0,7.0
32922,Non-curation,2.0,7.0
32961,Documentation,4.0,80.0
32961,Transformation-of-data,4.0,80.0
32961,Non-curation,3.5,80.0
32961,Non-curation,0.5,80.0
32961,Non-curation,0.5,80.0
32961,Transformation-of-data,0.5,80.0
32961,Initial-review-and-planning,2.0,80.0
32961,Initial-review-and-planning,1.0,80.0
32961,Initial-review-and-planning,1.0,80.0
32961,Quality-checks,4.0,80.0
32961,Quality-checks,2.0,80.0
32961,Transformation-of-data,2.5,80.0
32961,Quality-checks,1.5,80.0
32961,Transformation-of-data,2.0,80.0
32961,Initial-review-and-planning,0.5,80.0
32961,Quality-checks,8.0,80.0
32961,Non-curation,2.0,80.0
32961,Documentation,2.0,80.0
32961,Transformation-of-data,4.0,80.0
32961,Transformation-of-data,3.0,80.0
32961,Non-curation,0.5,80.0
32961,Initial-review-and-planning,3.0,80.0
32961,Transformation-of-data,4.0,80.0
32961,Quality-checks,1.0,80.0
32961,Quality-checks,8.0,80.0
32961,Metadata-study-level,4.0,80.0
32961,Quality-checks,1.5,80.0
32961,Transformation-of-data,2.0,80.0
32961,Metadata-study-level,3.0,80.0
32961,Quality-checks,4.5,80.0
